comment	label
[ , 市, 300569, 绩优股, 不涨, 拖累, 300575]	neg
[有人, 拉, 一早, 现, 护盘, 期指, 砸, 真]	pos
[天天, 张家港, 行, 涨停, 耶]	pos
[要死, 没法, 架势]	neg
[意欲何为, 美元, 股掌, 强势, 美国, 全球, 玩弄]	pos
[多路, 低, 中国, 军工, 军火, 股票价格, 资金, 举]	neg
[再过, 股市, 还会, 中国, 100, 来来回回]	neg
[上帝, 股市, 天天, 中国, 月月年年, 希望]	neg
[下午, 诱多, 小心, 上当]	neg
[真假]	neg
[爱萨德]	neg
[大旗, 板块, 能抗, 水泥]	neg
[垃圾, 大盘]	neg
[AA,  , 整固, 平台, 迎, 新, 两会, 震荡, 聚精会神]	pos
[双头, 股市, 跌]	neg
[股, 只好, 002008.300270, 几只, 300008.300299]	neg
[懂, 红盘, 收]	pos
[股, 杀, 超小, 高, 成长, 流通盘, 行业龙头, 错, 镇海, 股份]	pos
[明天, 涨停, 表现, 行, 张家港, 排除]	pos
[内必, 内若, 两日, 说, 中阳]	neg
[几天, 涨幅, 跑, 短线, 观察, 调整]	neg
[A股, 请问, 美元, 跌, 加息, 大神]	neg
[稳稳, 谢天谢地, 太稳, 赔钱]	neg
[!, 逃不了, 买卖, 庄家]	neg
[跑, 更待何时]	neg
[加, 军工, 减点, 形势严峻, 仓位, 趁维稳]	neg
[真稳, 大盘]	pos
[美国]	pos
[ , 蹦, 淅沥, 贾玲, 哗啦啦, 说, 淅沥沥]	neg
[机构, 天天, 出货, 十月份]	neg
[实在, 稳]	neg
[稳定, 3200]	neg
[机构, 净, 跌, 买入]	neg
[12, KDJ, 大盘, 60, 小时, 分钟, 创业板, 调整]	neg
[混, 人熊, 汤, 大笑]	neg
[买]	pos
[平稳]	neg
[600127, 米业, 盘小, 价低, 关注, 金健, 调整, 重点, 到位]	pos
[主力, 券商, 拉, 激发, 人气, sb]	pos
[一潭死水]	neg
[点, 100, 跌, 感觉, 大盘]	neg
[好好]	neg
[股, 翻红, 发力, 银行, 股指]	pos
[好好]	neg
[玩, 没法, 行情, 一日游]	neg
[买, 套]	neg
[多头, 别看, 贴]	neg
[调整]	pos
[排列, 天, 依托, 60, 缩, 均线, 线上, 多头, 中期, 调整]	neg
[中国, 没商量, 股市, 住, 套]	neg
[啧啧, 风险, 跌, 买]	neg
[说好, 下跌, 被套, 股价, 保证, 资金]	neg
[净, 百亿, 超过, 聪明, 流出, 资金]	neg
[稳稳, 通知, 不许, 跑]	neg
[调, 天为, 完后, 票, 依托, 60, 排列, 多头, 中期, 线]	neg
[只服, 郭嘉队, 护盘, 赞]	pos
[操控, 机构, 小散, 银行, 对大, 大盘, 票, 券商]	neg
[A股, 美股, 走势, 说, 不好, 独好]	neg
[升, 刺激, 波拉, 中国联通, 逐, 上午, 消息, 受, 涨超]	pos
[2200, 会到, 2600, 底, 大盘]	pos
[一看, 不妙, 维稳, 逃命, 资金]	neg
[一波, 崩盘, 狂跌, k, 位置, 式, 大盘, 到来, 线]	neg
[有个, 中, 明日, 阴]	neg
[600127, 米业, 粮, 关注, 金健, 调整, 重点, 到位]	pos
[惨, 集体, 大跳水, 拉基]	neg
[抗议, 股票, 不买, 下跌]	pos
[玩, 过份, 没人, 人为]	neg
[典型, 护, 指数, 大便, 流氓行为, 跌, 不赞, 个股]	neg
[持续, 行, 张家港, 激发, 暴涨, 次新股]	pos
[李大霄, 稳定, 股市, 发展, 中国, 未来, 平衡, 三大]	pos
[三八妇女节]	neg
[该股, 一路, 张家港, 行, 再创新高, 002839]	neg
[概念, 100, 围观, 个点]	pos
[稳, 说好, 稳跌]	neg
[银行, 底部, 涨停, 买入]	pos
[一场, 即将来临, 暴风雨]	neg
[银行, 股来, 维稳]	neg
[无耻, 无量]	neg
[B, 赌市, 第一, 太牛, 连板, 天天, 新股, 全球, 涨幅, 赞]	pos
[维稳, 资金]	pos
[暴跌]	neg
[新, 注册, 制]	pos
[中国, 吓人, 股票价格, 高得]	neg
[成分, 做空, 股指, 鄙视]	neg
[崩盘, 节,  , 股民, 三八, 快乐, 亿万, 空仓]	neg
[全盘, 盼望, 0.1, 美股, 跌, 下跌, 绿色, 站]	neg
[ , 价值, 回归, 中, 技术, 回调]	neg
[扫除, 月, 证券法, 修改, 注册, 制, 障碍]	neg
[证券法, 月, 修改, 注册, 制, 不远]	neg
[越, 急, 塊, 小心, 跌, 證券板, 跌停]	neg
[黄赌毒, 离开, 割肉, 清仓, 空仓]	neg
[贵州, 跃岭, 联手, 强强, 股份, 茅台, 拟]	pos
[睡着, 行情, 引力, 新]	pos
[比不上, 垃圾, 港股]	neg
[煤炭, 二档, 崩, 有色, 大盘, 跑, 探, 半仓, 次新股, 支撑]	neg
[戈壁, 马勒, 好日子]	pos
[不妙]	neg
[垃圾, 永远]	neg
[自我调节]	neg
[股, 集体, 启动, 通信, 暴发, 中国联通]	pos
[股票, 厉害, 涨过, 下跌]	neg
[大盘, 跳水]	neg
[600127, 米业, 盘小, 价低, 重点, 关注, 金健, 粮食, 医药]	pos
[必跌, 九盘, 不涨]	neg
[崩盘, 三八, 节, 快乐]	neg
[涨停, 赚个, 游资, 想, 短线, 出钱, 贪心]	pos
[悄悄, 绩优股, 炒, 垃圾, 市场]	neg
[3238.38, 节, 下午, 庆祝, 38, 收盘]	neg
[一轮, 护盘, 好了吗]	neg
[有意思]	neg
[指数, 跌下来, 托, 傻, 挺, 逼]	neg
[中国, 病重, 股市]	neg
[A股]	neg
[老乡, 别跑, 踩踏]	pos
[控制, 暂, 出局, 仓位, 获利]	neg
[涨]	pos
[上海, 股市, 道琼斯]	neg
[钱, 不亏, 噎, 逼, 难受]	neg
[喊话, 中, 大盘, 鼓手, 字头, 两会, 护盘, 向下]	pos
[真牛, 漂亮, 走势, 华厦, 真, 赞]	pos
[抵制, 反对, 萨德, 乐天]	neg
[ , 一拉, 银行, 没戏]	neg
[几个, 点, 爆, 跌, 指数]	neg
[平稳, 股市, 尼玛, 运行]	neg
[稳定, 有用吗, 说]	neg
[三八, 不给力, 婆]	neg
[ , 阳, 观战, 日线, 不破]	neg
[烂, 股市, 够]	neg
[拉, 好好, 指数]	pos
[今日热点, 预测]	neg
[跑, 滴汗, 跌, 大盘]	neg
[倒闭]	neg
[拉, 联通, 指数]	pos
[股, 炒头,  , 这批, 一日游, 浪费时间, 死, 不活]	neg
[计, 手绢, 丢, 音乐, 36, 走为上策, 停]	pos
[!, 要大涨, 下午, 无量, 杀跌, 感觉]	neg
[恶心, TM, 真]	neg
[点, 小心, 这时候]	neg
[股民, 股市, 满意]	neg
[玩, 中国, 股市, 完]	neg
[垃圾]	neg
[清仓]	neg
[荡秋千, 维稳, 说, 大盘]	neg
[畸形, 离谱, 价值, 本质]	neg
[墨迹, 不用]	neg
[行情, 动, 跌死, 个股, 大盘, 鬼]	neg
[拉, 明天, 中阳]	pos
[ , 建议, 权重, 期间, 国企, 停止, 2018, 两会, 交易]	pos
[600127, 米业, 重点, 股可, 粮油, 关注, 金健, 医药, 食品, 低价]	pos
[涨, 银行]	pos
[行情, 两会, 皆大欢喜]	pos
[难改, 哈哈哈, 风格, 一贯]	neg
[各路, 问问, 很想, 一部分, 炒, 垃圾, 庄家, 赚钱]	neg
[点, QDII, 小心, 买入]	pos
[险资, 滚蛋]	neg
[證券, 塊, 拋售, 證券板, 破產, 公司]	neg
[倒闭, 快点]	neg
[联通, 小散们, 玩, 空头, 可怜, 期指, gjd]	neg
[狗, 跌, 大盘, 跌成, 中国, 个股, 股室]	neg
[保护, 只卖, 利益, 投资者, 买]	pos
[满天飞, 套, 效益, 一买, 挺尸, 垃圾, 几年, 只见]	neg
[半死不活]	neg
[危险, 大盘]	neg
[农村, 几只, 天天, 炒, 恶, 信用社]	neg
[A股, 股市, 假, 神奇]	neg
[股, 券商, 做空, 资金]	pos
[流, 落尽, 安然, 年, 繁华, 人世间]	neg
[推荐, 上周]	pos
[好久, 上演, 大跌, 来回]	neg
[拉高, 坐电梯, 割肉, 卖出, 赚, 赚钱]	pos
[日, 国防, 月, 指数, 高点, 上证指数, 上次]	pos
[建议, 绩优股, 多买些, 爆炒]	pos
[ , 看病, 学校, 教书, 医院, 母亲, 鸡毛, 搞]	neg
[大片, 人气, 信心, 绿色, 死气沉沉]	neg
[股灾]	neg
[真假, 走, 气]	neg
[走出, 铡刀, 一把, 几天, 大盘]	neg
[熔断, 大盘, 大坑, 慢慢, 爬]	neg
[算了, 说机, 玩, 价不涨, 清仓, 割肉, 市场]	neg
[央行, 十几天, 净回, 连续, 资金]	pos
[行情, 鬼话, 攻势, 春季, 免受, 两会, 绵歇, 骗人, 勿需]	pos
[股市, 实时]	neg
[春天, 漫山遍野, 绿]	neg
[瀑跌, 展开]	neg
[塊, 拋售, 機構, 證券板, 再現, 股災]	neg
[风险, 结束, 票, 游资, 大盘, 玩完, 短线, 反弹]	neg
[牛市, 做好, 收割, 庄家, 画, 散户, 图形]	pos
[小散, 双头, 太像, 吓唬, 他妈的, 真]	neg
[做, 没意思, 行情, 清仓]	neg
[稳, 趋势, 大盘]	neg
[高高在上, 买单, 最终, 股价, 大小, 非]	neg
[横飞, 横盘, 裤衩, 天天, 子, 特, 要死]	neg
[14, 支, 发, 星期五, 新股, 牛]	neg
[玩, 抓]	neg
[实实在在, 拉个, 只拉, 人气, 个股, 市场]	neg
[跌停, 出货, 利好, 千古]	neg
[日日, 月, 操, 跌, 大便, 年]	neg
[会后, 抛出, 逆势上涨, 跌, 担心, 提前]	neg
[會, 塊, 打壓, 證券股, 跑, 證券板, 跌停, 國家]	neg
[显示, 早已, 干嘛, 失真, 指数]	neg
[股, 后退, 券商, 撤, 顶住]	neg
[高位, 难解, 护盘, 套现]	neg
[股, 利好, 期间, 银行, 买入, 开会]	pos
[股, a, 涨得, 越欢, 越有]	neg
[反弹, 出逃]	pos
[推荐, 昨天, 涨停]	pos
[密电, 波斯, 今明, 再冲, 高, 减仓]	neg
[机构, 期间, 两会, 护盘, 观望]	pos
[逢低买进, 人工智能, 离场, 迹象, 板块, 资金]	neg
[越, 业绩, 涨, 股越, 沉闷, 垃圾, 全, 什么世道]	neg
[挣一毛, 赔, 一块]	neg
[股市, 波动, 沒有]	neg
[开心, 股市, 不让, 三八节]	neg
[快跌]	neg
[我来]	neg
[A股, 洼地, 不让, 2000, 最具, 点, 投资, 价值, 市场]	neg
[低开, 跳空, 还好]	neg
[加混改, 巨石, 推荐, 军工, 中国, 今日, 回调, 到位]	pos
[跑, 机会]	neg
[股市, 合格, 我敢, 上市公司, 说, 中国, 90, 说股]	neg
[逃不了, 大跌, 韭菜]	neg
[好好]	neg
[开, 汉, 加息, 人要, 坑, 两会, 美国, 中国]	pos
[天虹, 启动, 大牛股, 商场, 低, 000, 买入, 002419]	pos
[煮, 青蛙, 温水]	neg
[稳, 屎, 大盘]	neg
[横盘, 回落, 股票, 加息, 美联储, 震荡, 难]	neg
[好好, 稳定, 太好了]	neg
[精神, 害民, 不玩, 害, 回本, 炒股, 不好, 真的]	neg
[只不过, 说, 注册, 制]	neg
[一百年, 2000, 底, 年, 点, 3000]	neg
[跌多涨少]	neg
[核心理念]	neg
[股, 不信, 试试, 券商, 买, 垃圾, 套]	neg
[草, 不好, 完蛋, 整]	neg
[股评家, 跌, 分析师, 蒙错, 说, 震荡]	neg
[日式, 27, 日, 去年, 月, 式, 下跌, 重演, 当心, 20]	neg
[微涨, 微跌, 弄, 指数, 拉, 天天, 尾市]	pos
[涨跌, 赔, 跌, 反正, 指数]	neg
[指数, 大盘, 买, 时间, 托, 点, 高, 能涨]	pos
[股,  , 期间, 入市, 两会, 相关, 维护, 资金, 彭博]	pos
[天天, 看够, 绿]	neg
[三八]	neg
[半死不活]	neg
[破产, 癌股]	neg
[三八节, 跌]	neg
[A股, 已然, 诱多, M, 远离, 免受, 头, 追, 伤害, 勿]	neg
[股, 涨, 大部分, 股市, 次新股]	pos
[红, 天, 回头, 跳水, 永远, 等待, 一江春水向东流]	neg
[对错, 赚, 时间, 证明]	pos
[记者会, 联合, 哥, 大笑, 王毅]	neg
[交易日, 17, 3200, 3250, 动能, 衰, 震荡, 区间, 做]	neg
[一带, 权重, 期间, 一路, 维稳, 两会, 拉升]	pos
[拉, 高, 创新]	pos
[跑, 袖子, 加油, 撸]	neg
[血袋, 股市, 中, 永远, 投资者]	neg
[000059,  , 推荐, 重点]	pos
[行情, 板块, 表现, 这波, 最差, 两会, 证券]	pos
[跑, 暴跌, 断崖, 式]	neg
[避开, 钢铁行业, 减持, 潮]	neg
[点见, 5000]	neg
[气息, 死亡]	neg
[美元, 品种, 唯一, 中国, 投资, 本世纪]	neg
[能大点, 股市, 波动, 垃圾]	neg
[两会, 定调]	pos
[今日, 垃圾]	neg
[神秘, 股市, 故事, 从天而降, 一股, 感觉, 中国, 力量]	neg
[适合, 观察, 日, 进货, 调整]	neg
[存量, 板块, ST, 新股, 被套, 获利盘]	neg
[社会, 国家, 股票, 酒, 股市, 涨, 高]	pos
[机会]	pos
[贬值, 人民币]	neg
[A股, 拉稀, 真的, 华厦]	neg
[全仓, 牛股, 买入]	pos
[稳定, 股市, 公正, 管理, 监管, 法, 关键, 公平]	neg
[两个, 撒欢, 跑, 三个, 字, 四个, 字脚]	neg
[点见, 6000]	neg
[股, 大商股份, 百元, 未来]	pos
[love, 股票, 天天, 抓, 强势, 2017.3]	pos
[大唐, 厉害, 通信, 中国联通, 科技, 电, 信维, 中国]	neg
[4000, 点, 只多不少]	pos
[绞杀, 空头, 做]	neg
[股, 红, 钓鱼, 跑, 午后, 跌停]	neg
[早上好]	neg
[拉, 跑, 指数]	neg
[快快, 维稳]	pos
[早上好]	neg
[选择, 方向, 两天, 大盘]	neg
[推荐, 昨天]	pos
[会后, 护盘, 叠加, 效应, 加息, 美国, 该死]	pos
[ , 股指, 涨, 欺货, 跌, 年, 一年, 四天, 更别]	neg
[ , 崩溃, 道琼斯, 上证, 爆拉]	neg
[渤海, 000415, 走势, 金控]	neg
[早上好]	neg
[2860, 22, 不可违, 不忍, 惨不忍睹, 唱, 暴跌]	neg
[之下, 大点, 大盘, 曰, 完卵, 应有, 倾巢, 调整]	neg
[石油, 打仗, 股大涨]	neg
[38, 跌, 个点]	neg
[大跌, 行情, 几天, 维稳, 大涨]	neg
[ , 股市, 涨, 横, 下跌, 垃圾]	neg
[A股, 压垮, 加息, 骨气, 萨德]	pos
[哪次, 绿]	neg
[服]	neg
[减持, 潮, 现, 辉煌, 钢铁股, 一去不复返, 昨日]	neg
[600751, 000554, 热点, 601018, 新]	pos
[早盘, 大转, 风格]	pos
[更待何时, 懂, 不加仓, 赞]	pos
[]	neg
[概念, 矢, 矿业, 紡织]	pos
[星期三, 绿色]	neg
[ , 走成, 38, 钱, 节, 发红包]	neg
[a, 股]	neg
[妈, 磨叽, 不玩, 一个月, 3200]	neg
[尴尬, 破位, 明眼, 痛苦, 短线, 上证]	neg
[试试, 新股申购, 节, 女神, 手气]	neg
[000729, 貌似, 启动]	pos
[点, 大胆, 10000, 买]	pos
[早点,  , 股市, 拉高, 阻力, 诱多, 当心, 庄家, 强, 面对]	neg
[威胁, 机构, 电脑, 可怜, 入侵, 木马病毒]	neg
[天天, 半死不活]	neg
[必跌, 动刀, 女神, 逢节,  ]	neg
[低吸, 300386]	pos
[ , 汇丰, 瑞丰, 祖师爷, 300243, 巨头, 高财, 供应链, 金融]	neg
[举牌]	neg
[亿空仓, 3200, 之上, 点, 看盘, 等待, 2500]	neg
[稳, 割, 散户, 亏钱, 清仓]	neg
[家, 七八百, 下跌]	neg
[暴跌, 坐等, 比赛, 跳水]	neg
[一地, 鸡毛]	neg
[暴跌, 大盘]	neg
[跑, 害人]	neg
[早盘, 护盘, 低开, 位置, 迎来, 震荡, 市场]	neg
[研判, 大盘]	pos
[司机, 阴沟, 里]	neg
[股,  , 创新, 绿化率, 环保, 几年, 高, 做, 不错]	pos
[期货, 暴跌, 引领, 股指, 大盘]	neg
[资本运作, 起草, 中航, 上市公司, 工业, 市值, 规划]	pos
[退市, 跑, 垃圾股, 玩, 完蛋, 亏损]	neg
[阴线, 中, 大盘]	neg
[去死吧, 股市, 垃圾]	neg
[三八节, 阴气, 旺, 收阴, 大盘]	neg
[幻想, 别抱, 大跌]	neg
[退, 07, 17, 新, 稳, 6200, 年, 发了, 点, 十年]	pos
[点, 38, 跌, 拭目以待, 大盘]	neg
[结束, 第一, 推荐, 财经, 华迅, 牛股, 300355, 后市, 势, 洗盘]	pos
[板块, 荐, 掘金, 股]	neg
[抄底, 次新股, 新股, 狂欢]	pos
[主力, 上车, 期间, 两会, 次新股]	pos
[学会, 量, 大盘, 坐, 见好就收, 电, 反弹, 上策]	pos
[司机]	neg
[崩盘, 真该, 一潭死水, 早日]	neg
[小盘股, 难免, 震荡, 短线, 拖累, 上证]	neg
[次, 退市, 垃圾股, 涨, 自选股, 新, 小盘]	neg
[三月份, 小心, 调整]	neg
[高, 破前, 一路, 高歌]	pos
[ , 三月份, 两大, 主线, 钱, 科技, 值不值, 科学, 吉大]	neg
[直播, 实况, 3.8, 大盘]	neg
[机会, 出逃]	pos
[大跌]	neg
[3225, 不破, 做]	neg
[股, 军工企业, 低估, 白菜, 市值, 发行]	pos
[发, 新股, 跌, 个股]	neg
[环保, 色, 不屑, 全是]	pos
[拉伸, 机构, 诺邦, 603238, 吸筹, 股份, 建仓]	pos
[三八妇女节, 特意, 低开, 庆祝, 大盘, 1.88, 点, 尾市]	pos
[走, 破, 大盘]	neg
[轻仓,  , 盘前, 参与, 塑业, 信息, 竞价, 金桥, 进, 国风]	pos
[低开, 搞笑, 利好]	pos
[所有人, 动向, 月线, 主力, 全, 连阳, 证明, 足以]	neg
[股, 券商, 暴动]	neg
[点, 千股, 小心, 跌停, 发生]	neg
[A股,  , 银行, 瑞银, 股, 成, 上涨, 预计, 原材料, 看好]	pos
[重复, 十句话, 空仓]	neg
[38, 妇女, 老婆, 买, 节能, 赚钱, 礼物]	pos
[逼空]	neg
[三会, 只会, 监管, 宣示, 负责人, 越来, 集体]	neg
[300002, 买入]	pos
[股,  , 恨, 不涨, 要死, 飞]	neg
[今日, 必看]	pos
[改革, 农业部, 侧, 部长, 韩长, 供给, 赋谈, 农业]	pos
[建议, 中, 从个, 印花税, 税, 抵扣]	pos
[行情, 加大, 大盘, 两会, 震荡, 操作, 难度]	pos
[持股, 待涨, 市场, 成熟]	pos
[ , 日, 不规则, 大盘, 计划, V, 老九]	pos
[早盘, 震荡, 涨停, 实体, 两市, 稀少, 力度, 周二, 题材, 平开]	pos
[低估, 融资, 发展, 绩优股, 中, 买, 小盘, 广宇, 低价]	pos
[暴增, 绩优, E, 业绩, 安, 倍, 估值, 股, 小盘, 食品, 低价]	pos
[ , 利好, 爆, 保监会, 支持, 概念, 劲, 举牌, 合规]	pos
[这根, 阴线, 短不了]	neg
[八日, 有感, 中, 银行, 三月, 小盘, 短线]	pos
[股,  , 期间, 入市, 两会, 相关, 维护, 资金, 彭博]	pos
[股民, 节, 女, 女王, 愉快, 祝]	neg
[老股, 吃, 肉, 连汤, 新, 估计, 炒次, 炒, 喝]	pos
[老股, 吃, 肉, 连汤, 新, 估计, 炒次, 炒, 喝]	pos
[早读]	neg
[十字星, 前行, 更好, 周二, 调整]	pos
[退市,  , 制度, 设立, 发, 新股]	neg
[队长,  , 大智, 半桶水, 只服, 贴, 红尘]	neg
[钱, 珍惜, 股市, 远离]	neg
[拉高,  , 3240, 全仓迎, 暴跌, 踏空, 减仓]	neg
[涨停, 2017.3, 冲击, 集合, 今日, 个股]	pos
[分析, 周三]	neg
[好汉, 禁不住, 西, 三炮]	neg
[攻击, 3247, 主板, 欲望, 今日, 早评]	pos
[ , 阴云密布, 加息, 大盘, 美联储, 昨天, 或引, 震荡]	pos
[长期, 持股, 以有, 000725, 获利, 京东方]	pos
[ , 带头, 权重, 表演, 跳水, 今日]	neg
[退市, 措施, 严厉, 实施, 制度, 股东, 解禁, 规范, 股, 抛售]	neg
[钱, 银行, 利好, 债转股, 不用]	pos
[空大, 发帖, 唱空, 两市, 唱, 总管, 字, 牛]	neg
[送, 建议, 太, 转, 乱, 高, 出台]	pos
[ , 加大, 上市, 中粮, 整体, 目标, 集团, 年, 2017, 资源, 整]	pos
[股, !, 无锡, 一只, 银行, 支持, 来举, 举手, 龙头]	pos
[大笑, 涨停, 大盘]	pos
[眼缘]	neg
[多于, 牛毛, 股票, 净资产, 购买, 时, 成有, 数倍]	neg
[多于, 净资产, 股票, 有毒, 购买, 时, 毛, 数位]	neg
[男同胞, 先, 卖, 跌, 早上, 涨, 股票, 大盘走势]	neg
[风险, 业绩,  , 前, 季报, 变脸, 年报, 高价股]	neg
[最佳, 热点, 直击]	pos
[边涨, 降, 本周, 三天, 仓位, 未来]	pos
[涨停, 汇, 002810, 重, 山东, 名家, 300506, 收盘, 今日, 赫达]	pos
[股,  , 站上, 接过, 风口, 滞涨, 棒, 领涨]	neg
[持股, 爆发, 满仓, 年,  ]	pos
[古弟, 师傅]	neg
[3228, 3243, 受压, 支, 跳水, 古神, 之怒, 震荡, 2017, 下跌]	neg
[妇女节, 妇女, 过节]	neg
[三八, 能红]	neg
[快乐, 三八妇女节]	neg
[钱, 挣, 不到, 逃]	neg
[宝, 3200]	neg
[早盘, 急拉, 逃命, 冲高, 上冲, 机会]	pos
[华谊, 必有, 耐心, 持有, 厚报, 材料, 新, 集团, 成立, 电池]	pos
[圆弧底, 分, 时]	neg
[谨防, 杀跌, 早评, 中阴, 变盘, 半周, 同频, 节点, 共振]	neg
[丰厚, 里, 市盈率, 低, 持仓, 滚存, 未来, 日子, 利润]	pos
[东吴, 大增, 44, 新, 新股, 月, 证券, 环比, 发行, 利润]	pos
[宝塔, 道琼斯, 加息, 铸就, 围观, 图]	pos
[行情, 创业板, 到来]	neg
[ , 补涨, 连阳, 选择, 股首, 现三, 创业板, 业绩]	pos
[25, 股市, 0.25, 加息, 国际, 基点]	pos
[A股, 散仙, 三八, 说, 错, 清仓]	neg
[天太黑, 兄弟, 找, 不见, 郑州]	neg
[603689, 涨停, 昨天, 脘, 尾市, 通, 追进去, 开板, 燃气]	pos
[结婚, 谈恋爱, 生子, 成交, 选股, 订婚, 建仓]	pos
[套, 3200]	neg
[10, 周期, 走进, 推动, 年, 轮回, 慢牛]	pos
[套, 3200]	neg
[风险, 长阴, 时, 下跌]	neg
[吹, 牛, 亿, 逼, 1.2]	neg
[ , 板块, 寻找, 平收, 强势股, 601368, 今日, 水务]	neg
[次新股, 从技术上, 说, 今晚, 选取]	pos
[跌停, 夜, 会千股, 昨夜, 观天象]	neg
[股,  , 涨停, 板块, 寻找, 601368, 今日, 平, 收放, 水务]	pos
[A股,  , 抢, 异象, 主力, 暴露, 行踪, 潜力, 疯, 这类, 罕见, 偷梁换柱]	neg
[股十送, 二十, 大牛股, 装备, 智能, 超]	pos
[ , 利好, 3200, 轰炸, 证监会, 两会, 密集, 点, 底]	pos
[ , 股市, 不牢, 周三, 走, 根基, 上涨, 反弹]	pos
[ , 互联互通, 外资, 重心, 生变, 北上, 转, 流向, 深市, 资金]	pos
[ , 日, 家居, 16, 月, 申购, 欧派, 发行]	neg
[改革, 汽车产业, 侧, 供给, 谋划, 强烈建议, 提前]	pos
[ , 生变, 股遭, 偏好, 举牌, 冷落, 资金]	pos
[ , 日, 天域, 月, 申购, 15, 发行, 生态]	neg
[主打,  , 时代, 后险资, 梯队, 举牌, 挖掘, 价值]	neg
[10, 日,  , 月, 三晖, 申购, 电气, 发行]	pos
[提防,  , 股指, 需, 惯性, 郑, 回吐, 上涨, 投资者, 盘, 眼看]	neg
[贵州, 首选, 银行, 维稳, 家, 杭州, 资金]	pos
[ , 行情, 社保, 离开, 炒股, 跟着]	neg
[再创新高, 今日, 该股, 拉升]	pos
[名不虚传, 作假, 总冠军]	neg
[大盘, 图]	neg
[玩玩,  , 明年, 风险]	neg
[措施, 拥, 研究, 热烈, 减持, 规范, 证监会, 股东]	neg
[中, 上证指数, 5F, 级别, 向下, 盘整, 构筑]	neg
[股, 解禁, 废除, 抛售, 年限]	neg
[股, 002768, 国恩, 山东, 帮, 新动向, 建仓, 股份, 国家队]	pos
[美股, 暴跌, 美元, 完蛋]	neg
[创业板, 赚钱, 效应, 营造]	pos
[不服, 来战]	neg
[ , 周三, 大盘, 呼之欲出, 收盘, 不错]	pos
[退市, 退, 完善, 政策, 证监会, 妖, 帝]	neg
[知情, 股市, 里, 人士]	neg
[轻易, 退出, 腐败分子, 反腐败, 时紧时松]	neg
[股, 拼命, 里, 妖精, 小盘股]	neg
[次要,  , 住, 新, 被套, 做活, 就行了, 赚, 资金]	pos
[温州, 帮]	neg
[图片]	neg
[明天, 大涨]	pos
[ , 概率, 指数, 涨, 位, 买, 美国, 基金, 年]	pos
[分时, K, 主板, 健康, 创业板, 线]	pos
[抹, 吹酒, 大笑]	neg
[全心全意, GDP, 领导, 肯定]	neg
[盘小, 601858, 价低, 科传, 强势, 中国, 次新股, 龙头]	pos
[几只, 关注, 科技股, 小盘]	pos
[推荐, 郑重, 装备, 华明, 002270]	pos
[笑脸, 大笑]	neg
[之乎者也, 仁义道德]	neg
[想, 人性, 见鬼, 参考]	neg
[无友, 无敌]	neg
[股市, 全国, 股民, 中国, 太伤, 中国男足, 百]	neg
[中, 新股, 亏太多, 签]	neg
[利好, 规范, 减持, 证监会, 特大, 妖, 帝, 股东]	neg
[太嫩, 大笑]	neg
[明天, 002810, 涨停, 买入]	pos
[大笑]	neg
[难题,  , 流动性, 三板, 问计, 待解, 新, 刘士余]	pos
[轮动,  , 日, 指数, 月, 把握, 轻, 个股]	pos
[明日, 接盘]	neg
[]	neg
[庄家, 月, 横盘, 股份, 天药]	pos
[回家吧, 太嫩]	neg
[明天, 钢, 000928, 中, 国际, 关注]	pos
[减仓, 懂, 越, 往上走]	neg
[条, A股, 利好, 附, 表, 期间, 消息, 两会, 力度, 图]	pos
[股票, 减持, 补偿, 原始, 上市公司, 股东, 强烈要求]	neg
[升旗, 形, 踩, 第三, 日布林, 标准, 高点, 回]	pos
[12, 日, 指数, 月, K, 高度, 类似, 持币观望, 警觉, 线]	neg
[明天, 涨]	pos
[趋稳, 正面, 股市, 作用, 外汇储备]	neg
[股市, 谨慎]	neg
[双头, 化解]	neg
[等国, 部署, 核武, 伊朗, , 美国, 卖些]	pos
[三八节, 美女, 快乐, 祝, 上证]	neg
[几千只, 拥有, 股票, 超级, 想, 长久, 市场]	pos
[日, 参考, 量, 关注, 变化, 3.8]	pos
[一波, 向上, 大盘]	pos
[半周, 预测]	neg
[次, 别看, 看量, 新, 满仓, 价格, 行业]	pos
[!, 连阳, 3256, 第三, 周三, 稳扎稳打, 收, 上证]	pos
[解释, 江志, 现货, 详细, 股票市场, 几点, 市场]	pos
[血, 增发, 反, 股民, 投资者, 喝, 定向]	neg
[明天, 收红, 3248, 志在, 3260, 支撑]	pos
[烟酒, 减持, 完]	neg
[股市, 启动, 监督管理, 一目了然, 数据, 市场, 会稳]	pos
[坑害, 年费, 骗子, 牛股, 抓, 四处, 以收, 散户, 熊市]	neg
[股, 石油, 股拉点, 抄, 指数, 银行, 傻瓜]	neg
[投资, 利好, 启动]	pos
[分享]	neg
[ , 板块, 寻找, 平收, 601368, 今日, 板股, 水务]	neg
[庄家, 股票, 正要, 冼盘, 介入]	neg
[行情, 抓住, 个股, 机会]	pos
[分析, 白银, 加息, 走势, 还会, 3.7, 已成定局, 周景游, 黄金]	pos
[股, 荐, 直播, 大盘]	neg
[风险, 暂无, 指数, 效应, 个股, 弱, 震荡, 赚钱]	neg
[掌控, 不准, 最准, 预测, 指数, 月, 想, 日, 难]	neg
[野蛮, 只会, 成长性, 白马股, 增持, 股东]	neg
