read_count	comment_count	title	author	release_date
3037	5	不说黑豹只说同类重组的济柴	股林花豹	01-04
2871	9	求问高手，债权人分股后，成本是多少？	辽宁沈阳网友	01-04
3462	9	散户真的就这么倒霉么用百分百的资金支持他换回	辽宁沈阳手机网友	01-04
443	0	幸好12.08元走人，回调是必须，再次耐心等待11	新疆手机网友	01-04
407	0	跟不上操盘的节奏[亏大了][亏大了]	运气王涨不停	01-04
451	0	真为守了一年半的小散感到不值，老千股	云南昆明手机网友	01-04
328	0	股吧里连个人都没有么	辽宁沈阳手机网友	01-04
325	0	艹的什么破股啊	辽宁沈阳手机网友	01-04
345	0	醉了	内蒙古手机网友	01-04
680	0	别人终止重组都涨停，国信就是个笑话。。。	信自己_不卖	01-04
5405	16	看看*st黑豹的16个涨停板，再看看我家的神船，	恒溢水晶	01-04
413	0	今天又涨停了吧12.44	河南许昌手机网友	01-04
578	1	看看*st黑豹的16个涨停板，再看看我家的神船，	恒溢水晶	01-04
383	0	这是国企改革吗	北京手机网友	01-04
460	0	千金难买牛回头	恒溢水晶	01-04
2121	2	原来已经涨了20个板了	nbty888	01-04
697	1	股吧，社会正能量的聚集地，没有之一	吉林松原网友	01-04
2247	5	又在幻想主力是在洗盘了，什么时候才能把智商提	船夫147	01-04
738	0	今天买点…不要踩踏！	逐日落西山	01-04
1349	1	以前亏损了，以后保证业绩3年内50亿，平衡，新	陕西西安手机网友	01-04
1113	2	干脆来个跌停洗盘法，保证洗的一塌糊涂	小步大梦	01-04
4351	10	002608*st舜船前五大股东江苏国信90055105股，	恒溢水晶	01-04
2188	4	公司预计2016年亏损13.8亿元-19.38亿元。算一下	陕西西安手机网友	01-04
2788	0	2016年4月28日重组方案,拟收购间接控股股东国信	平衡之美	01-04
830	0	来十个涨停潮	n1429761150...	01-03
2434	1	炮轰无良上市公司和无良券商、无良机构！	小步大梦	01-03
758	0	永远不买这股了，我跑了哈哈心里轻松愉快。88了	北京手机网友	01-03
2427	2	把昨天涨的，全部跌回去了，今天有几个股是绿的	川NLV233	01-03
1616	2	舜船狗庄，祝你全家扑街！	广东揭阳手机网友	01-03
1458	0	为什么不除权 坑散户吗  整整翻了两倍了进去就	天机10000000	01-03
2226	3	你跌一天我放一天，跌一年我放一年，停一天放一	股友tfMD0d	01-03
997	0	基本面是这样，技术面也已经背离，还有下跌要求	近似于人	01-03
739	0	002608	浙江绍兴网友	01-03
4888	4	中央汇金为什么走了？因为整个方案没啥营养！那	近似于人	01-03
1691	1	随便一个神马公告，傻叼们就开始意淫多少个板	铆钉沉	01-03
1224	0	为什么只增发给债权人？为什么股价复牌不除权？	广东网友	01-03
3581	4	耐得寂寞，等得花开！	耐得寂寞等...	01-03
1141	0	才跌一点就受不了了？实话说，摊上这个股算你倒	船夫147	01-03
3145	2	号称国企债转股的第一股，就走成这个鸟样，我也	广东揭阳手机网友	01-03
5473	4	明天涨停你们信吗？走着瞧！	恒溢水晶	01-03
648	0	傻逼的庄家	河南洛阳手机网友	01-03
2581	0	小般亏50亿，但是3年业绩保持50亿，对冲，上市	陕西西安手机网友	01-03
726	0	能否索赔、索赔多少，和买入卖出时间有关系，和	河南新乡网友	01-03
2221	2	赚点钱可以走了，没赚钱的好戏还在后面等你呢。	恒溢水晶	01-03
5724	3	（三） 执行完毕的标准	大作手T	01-03
534	0	我跑了你们玩吧	北京手机网友	01-03
3582	4	跑吧，没跑的明天有机会！资产评估报告很清楚，	浙江衢州手机网友	01-03
2628	2	股托老水去哪了？	江苏南通手机网友	01-03
10082	7	这么多人看空看多！我来说说！ 1,债权人  我们	归零法则	01-03
3105	2	今天出局的还有机会没	股市铁的纪律	01-03
53820	39	*ST舜船:关于重整计划执行完毕的公告	*ST舜船资讯	01-04
3276	0	ST舜船，听君一句话，胜读十年书！巴菲特说他生	价值规律的作用	01-03
894	0	本季度收大阳线	股林花豹	01-03
10431	9	舜船向南京中院提早重组完毕报告 小船后续走向	赤脚大仙子	01-03
2621	1	增发的被锁，慢慢开启，融资中……  买入股票的	慢慢慢慢小牛	01-03
0	1	2	3	4
5795	8	大家说说这两天散户是多了还是少了	河南许昌网友	01-03
3146	0	观察了几天，本身也是小仓位，无量，现在看不来	陕西西安手机网友	01-03
1204	1	到手的鸭子怎么能够让他跑了	锸千亿5西姥m	01-03
8756	5	每股抵债价格为 13.72 元，每 100 元债权可分得	赤脚大仙子	01-03
1593	1	赚点钱不容易啊	恒溢水晶	01-03
1055	0	此股我会善始善终	小步大梦	01-03
1565	1	被猴耍了一年！！！！	湖南手机网友	01-03
4920	6	今天加了10手舜船被套了	房书安在此	01-03
8009	6	黑豹和舜船都是国企改革的重大突破，差别咋这么	长乐帮帮主	01-03
1235	0	股本大增无限制流通超低价股，股价复盘涨幅近3	医路开心	01-03
2079	3	3353意味着高点33.53元[牛]	江淮小道	01-03
4996	7	准备好的麻贷呢？装砖头差不多！	ABC灰太31242	01-03
5359	14	为什么不直接跌停啊 哎	运气王涨不停	01-03
5107	5	先换股   明天看了	宁波一哥	01-03
779	0	信托就是这个鸟样？	《YONG》	01-03
1586	0	谁能告诉我2608复牌是涨了3倍，还是没涨了	DE7688	01-03
2696	4	这吧里，还有认识我的吗？	草根股神999	01-03
583	0	跌停去求	内蒙古手机网友	01-03
1115	0	感觉还是上次20天的上涨模式	草根股神999	01-03
654	0	哈哈哈	须弥山科莫多	01-03
2405	3	每临大事有静气	股林花豹	01-03
3264	3	转股后人家成本4块多，傻们还在意淫多少个板	铆钉沉	01-03
6644	4	复制st金瑞的走势，完全一样！	上海网友	01-03
565	0	跑了妈逼的去玩儿吧	北京手机网友	01-03
572	0	不怕调整	TOM_CAT	01-03
2767	1	庄家的意图，因为庄家筹码太多，拉的太多怕被查	小打小闹12	01-03
1050	1	啪啪啪…啪啪…啪!！这脸打的股神们臊的慌。	星私募	01-03
4393	5	这盘操的好，点个赞	小步大梦	01-03
545	0	后天再收回。明天还要调整	大佛光普照	01-03
2544	3	哈哈你们再拿着就亏死你们。我赚10个点就走了	北极星21038	01-03
647	0	看来债转股还真坑爹。	lv牛哥	01-03
544	0	大神门不说好啦。。。	信自己_不卖	01-03
710	0	谁的重组办法让他过不了春节	北京手机网友	01-03
2625	3	忍不住	运气王涨不停	01-03
8255	14	刚把其它股票卖了 忍不住又加了 我跟你拼了 停	运气王涨不停	01-03
2184	1	现在消化的是债转股，还没有到消化发行股票购买	大漠一只花	01-03
628	0	只要不封盘，就是机会。	股市铁的纪律	01-03
722	0	太缺德的重组办法	北京手机网友	01-03
638	0	真失望，寄予最大期望的股册，怎么这样了？	财富铁板神算	01-03
745	0	看来散户还是看好的，46手挂了撤，反复两次，没	小步大梦	01-03
574	0	煮熟的鸭子又飞了	锸千亿5西姥m	01-03
387	0	继续跌呀，有种今天跌停，老子买100手。	天津手机网友	01-03
916	0	我比发行价高一点点[大笑][大笑]	运气王涨不停	01-03
2244	1	山雨欲来风满楼啊，风越大浪更高啊[毛估估]	股友tfMD0d	01-03
3252	4	操他妈逼停牌五个月不赚钱	北京手机网友	01-03
2411	2	操他妈逼我顶不住了你们自己玩	北京手机网友	01-03
640	0	稍微有点波动，看你们咋咋呼呼，还以为天塌了。	船夫147	01-03
1852	2	船票值多少钱散民自己心里要有主意，莫被居心不	股友tfMD0d	01-03
654	0	筹码啊筹码，这筹码不值钱吗？[财力]	股友tfMD0d	01-03
461	0	谁在出手散户赚的太少了	北京手机网友	01-03
1611	1	十几块钱就是本股最高阶，大家都醒醒吧！	近似于人	01-03
2604	2	CTMD，当初我说要否决方案，那些骂我得傻X们哪	ljf001002	01-03
558	0	垃圾股票不能买， 散户亏钱没人睬。 科大智能已	也想成巴菲特	01-03
493	0	市场对债转股，不买账	安徽合肥手机网友	01-03
6946	7	十几块钱就是本股最高阶，大家都醒醒吧！大股东	近似于人	01-03
3345	2	持股近9亿江苏银行是没有上市的报告。持股10%以	梦想人生L	01-03
418	0	一群虾皮上市，还是发霉的虾皮	川NLV233	01-03
1048	0	我就不信咯，你还能压死，不大赚一笔	小步大梦	01-03
5012	5	大家是刚知道送股送的是债权人这件事么？你们算	北京手机网友	01-03
1843	1	江苏信托，电力厂，都是垃圾，一群垃圾上市圈钱	川NLV233	01-03
2132	2	002608*st舜船满满的都是套路啊，吓死宝宝了。	恒溢水晶	01-03
1077	1	就三天热度，搞什么啊！[不赞][不赞][不赞]	股友D看不透	01-03
6967	3	今天南方财富出了舜船研究报告，给到634亿的估	股友dTPhzL	01-03
900	0	破船变凤凰拭目以待。庄家很狡猾！年报会有惊喜	梦想人生L	01-03
421	0	财务作假销售公布之前购买舜船是否可以索赔	上海网友	01-03
674	0	蛋糕摆在这，刀叉自备没人敢吃？我是吃撑了反正	九四出生的新货	01-03
516	0	这票已经高估了。5年后再来看了	北极星21038	01-03
670	0	连环船，孔明东方，周如一把火	大佛光普照	01-03
576	0	这破股从发行到现在有赚的吗？	北京网友	01-03
537	0	扶不起的阿斗，小船漏了，还是先跑吧，起码还有	cleefduan	01-03
652	0	股友你还好吗？	红药水	01-03
1329	1	越洗盘散户越多	浙江台州手机网友	01-03
2505	3	散户们必须拿起法律武器状告舜船应做出相应赔尝	新疆手机网友	01-03
1432	1	问候这操蛋的股市！！！辛辛苦苦一年多，却是这	随风_浮云1	01-03
1471	0	2608会给各位散民上一节刻骨铭心的“资本论”课	股友tfMD0d	01-03
3021	4	吓死宝宝了	恒溢水晶	01-03
636	0	不要太悲观！！！也不要太乐观！！！！！	红旗519	01-03
589	0	市场永远是对的！！！	红旗519	01-03
1415	2	难道我这命这么穷，小船拿了几年，还是套套套！	股友OkzC0s	01-03
2123	2	都在唱高调要跑要跑，，，但换手率骗不到人，，	理财不难	01-03
0	1	2	3	4
466	0	谁卖谁白痴！	我是股神的传人	01-03
611	0	这个股票散户这么少啊出这么大动静都没什么人	辽宁沈阳手机网友	01-03
368	0	先减仓观望为妙	zZZ996	01-03
882	1	赶紧买	小步大梦	01-03
867	1	不要买，它们就抛不出	彭土成	01-03
1532	1	大家放心炒，这点量债转股要敢减持	libingD调的...	01-03
376	0	抄底。跌吧	缠一路顺风	01-03
1872	2	没事 线走的很漂亮 这样才能持久的涨下去	运气王涨不停	01-03
1848	0	舜船价格预测	飞天侠客oe8lhr	01-03
964	0	就知道主力不看好后市了。都在抛售了、。要起来	北极星21038	01-03
2055	2	债转股的死命拋了	江苏无锡老张	01-03
457	0	亏着当初卖了你买的黑豹.还剩300股垃圾的你	天津网友	01-03
473	0	平心静气，涨就欢天喜地，跌就心态失衡，我只能	上海手机网友	01-03
1080	1	大家放心炒，这点量	libingD调的...	01-03
515	0	煮熟的鸭子跑了怪谁呢	锸千亿5西姥m	01-03
909	1	停牌半年。就为了15个点？卖卖卖。明天又要底开	大佛光普照	01-03
715	1	垃圾，垃圾中的战斗机	惟愿君安	01-03
4707	11	好吧 我又买了 不然涨了再说你们会讲我吹牛	运气王涨不停	01-03
486	0	这个公司以前没做过股票有点傻	辽宁沈阳手机网友	01-03
540	1	要吹牛的赶紧吹牛不要等下涨上去就说你已经买进	浙江宁波手机网友	01-03
3206	7	我被套了[哭][哭]	运气王涨不停	01-03
555	0	以此观之，债转股不是好货。能不退市已经万幸，	浙江湖州手机网友	01-03
817	1	这股补涨也可以到17.怕神马	凤凰股神88	01-03
357	0	你不能雄起 就会被砸死。大家都没好处。	福建三明手机网友	01-03
3352	8	成尼玛笑话了[好困惑][好困惑]  债转股这帮二货	星私募	01-03
511	0	梦该醒醒了	罚你开撸	01-03
1646	1	为什么会出现这种情况 请大神指教	广东梅州网友	01-03
622	0	不加仓不减仓 静观其变	运气王涨不停	01-03
1204	0	情理之中	J九鱼	01-03
559	0	师傅告诉我，能买到的肯定不是好货！	内蒙古网友	01-03
599	0	买入一万四，做捍卫者！我心飞翔！	凤凰股神88	01-03
497	0	我说封板少等于主力做多不强，你们还骂人	芳芳520520520	01-03
465	0	看看st黑豹差距怎么这么大垃圾	无锡涨停板	01-03
2138	2	还是黑豹让人省心啊	运气王涨不停	01-03
362	0	[不说了]	一往无前680	01-03
461	0	要卖的赶紧的。这主力坏	小步大梦	01-03
1161	1	这个价格很诡异 还债	运气王涨不停	01-03
314	0	垃圾	辽宁沈阳手机网友	01-03
1856	3	开盘砸跌停	北极星21038	01-03
452	2	快抛!	民间股神168	01-03
663	1	一坨屎	安徽手机网友	01-03
1061	1	好激动，看今天什么情况	安徽手机网友	01-03
595	0	下调一个礼拜。	茫茫股海的灯塔	01-03
812	1	这逼股难超20呀！	阴股	01-03
2432	5	呼吁各位朋友宣传002608	小步大梦	01-03
3861	5	按照国信的速度，你认为摘帽还远吗？他给了我们	九四出生的新货	01-03
1845	5	2017新的一年祝所有在船的股友们发大财。	恒溢水晶	01-03
1198	0	2016年给猴耍一年。2017年要抓住鸡会	大佛光普照	01-03
817	0	为什么我的注册时长总是1天？没在东方财富证券	信鸽1980	01-02
8225	5	这个公告很有意思，可惜很多人看不懂！反正是好	归零法则	01-02
2429	3	尽出一些没营养的公告！	股友D看不透	01-02
2342	1	江苏信托，江苏银行第一大股东，固有资产加信托	欧筝沁	01-02
4612	5	送股没有小散，送给债权人他们是不是成本才几块	张小幅	01-02
2538	1	复牌封板不牢，主力出货在即！	民间股神168	01-02
10463	12	002608*st舜船国企改革，债转股真正龙头，重整	恒溢水晶	01-02
6140	4	怎么搞的  年报不合并报表  不是又要暂停上市了	黑龙江七台河网友	01-02
42776	11	*ST舜船:关于披露简式权益变动报告的公告	*ST舜船资讯	01-03
30736	7	*ST舜船:关于公司股票交易异常波动的公告	*ST舜船资讯	01-03
3940	1	公告出了	河南平顶山手机网友	01-02
8300	14	删除帐户，拿三年。不要为一时涨跌而迷失方向。	股市铁的纪律	01-02
2877	3	看你们都想大涨，我要是主力一定玩定你们，先横	上海手机网友	01-02
2893	2	非得晚上才出消息？	股友tfMD0d	01-02
894	0	休息好了2017年明天再战A股	恒溢水晶	01-02
7701	9	诸位大侠，增的股票我的账户上没有啊，打公司的	中国网友	01-02
1853	1	待到阳春三月摘帽时，狂牛奔日，蹄冲灵霄[牛]	长线钓肥鱼	01-02
1211	0	大屏革命序幕拉开 万亿电视市场有望重塑	lafeng哥	01-02
4949	5	明天还得是涨板，，，	理财不难	01-02
10996	29	新年新气象，祝朋友们新年快乐！！	花千一	01-02
1705	0	新手必看，以防上当。	广东广州手机网友	01-02
1943	0	舜船才三个板，期待更多的板。 手里有票，希望	浙江杭州手机网友	01-01
9345	32	谁有治疗胆结石合并胆囊息肉的妙法？请留言。	被动被动再被动	01-01
1404	0	上海神鸡战新妖，下一个欧普照明。002005，德豪	三击必中	01-01
1034	0	火星神鸡战新妖，下一个欧普照明。002005，德豪	三击必中	01-01
4233	0	那些说要暂停上市的看过来，小弟招呼你	小步大梦	01-01
4276	1	年报公布后要暂停上市的。因为资产注入是2017年	安徽合肥手机网友	01-01
2027	0	踏入2017年，纵观世界金融市场复杂多变，是否复	山剑资本	01-01
5975	2	ST舜船的业绩估计 重组已经申明 3季度亏损10个	遥远的大湖边	01-01
9756	5	2017年，新的一年开始了。期待老水同志发个帖，	boen8771	01-01
6202	3	帐表一公布，业绩一合并，有的涨的呢[献花]	SUNXIAOJIAN	01-01
15783	10	大家都到腾讯证卷看看吧，上面说舜船区间涨幅17	股友7IVbaD	01-01
0	1	2	3	4
4557	2	信托和电厂到底注入没呢？	福神草草	01-01
7591	7	做为小散来说，不要只会YY，就目前小船来说，庄	缠一路顺风	01-01
15659	11	国信控股[献花] 更名啦!	SUNXIAOJIAN	01-01
1480	0	股市故事：怎么变也不让散户股民发财，唉！撒世	giokpon	01-01
1628	0	恭贺安信信托在2016年中国上市公司市值500强座	绝版的低调	01-01
1574	1	祝大家在新的一年里投资顺利	小步大梦	01-01
12589	10	*ST舜船*ST舜船重整计划实施完成 本周区间涨幅1	恒溢水晶	01-01
1657	1	新年快乐	恒溢水晶	01-01
1964	0	垃圾股，退市。	江苏苏州手机网友	01-01
1950	0	管他明天是跌还是涨，，，新年快乐！！	理财不难	01-01
268853	933	首批养老金权益类组合有望本周打款 最快将在本	财经评论	02-19
68203	300	四大报论再融资新政：维护中小股东利益 长期利	财经评论	02-20
54264	42	刘士余这一年：“刘氏语”频刷屏 加强投资者保	财经评论	02-20
62400	141	新规重塑融资格局：定增收紧壳股承压 两万亿再	财经评论	02-20
1099875	683	证监会2月17日核发IPO批文 12家企业筹资不超过5	财经评论	02-17
381778618	3700	1分钟开户，送1年Level-2极速行情！报名实盘大	东方财富网	06-15
21958	10	温州帮新晋隐秘暴力手法（上）	BOOMBOOMBOOM	02-18
26037384	21098	  百万本金撬动百万收益！来了才知道赚不赚钱！	东方财富网	02-17
3	0	能涨停么？	股友VfaHGR	02-20
3	0	坐稳了	股海无边P	02-20
4	0	走势参考300099 反正我开盘就进了，今天不看了	必打翻身仗	02-20
3	0	都别抢	欢乐鱼2	02-20
2	0	周一是跳空高开拉涨停，还是低开割肉大比赛，欢	河南新乡手机网友	02-19
8	0	宝鼎科技补缺口之路，许多高手人人都想要18元抢	东财股友	02-19
11	1	妈的好在今天才买一手	股友6ymfjn	02-19
10	0	从技术面和庄家运作预计。大涨开始。26元初次。	HX5M4M6	02-19
9	4	定增新规对宝鼎打击很大，幸好周四调仓换股到神	抢夺廉价筹码	02-19
111	0	中国船舶	北京网友	02-18
283	0	航母下水，星期一大涨，造船股票。	河南郑州手机网友	02-18
937	3	2.20关注 富森美.中信国安,浩丰科技	苏苏看股1	02-18
691	0	为什么会出现上市公司扎堆卖房现象？归纳上市公	股友CokKOu	02-17
809	0	大盘在近期高点徘徊，选择随大盘一同进退调整赌	短线才挖金	02-17
4108	5	002552短线拉升在即拿好筹码	飘红家族168	02-17
945	0	@香港商報網:#快评#传完在台驻军，又传部署萨德	东财股友	02-17
890	0	还有三分钱的缺口，股价似乎企稳了，船舶制造板	有阳光的日子	02-17
2177	1	宝鼎科技应该还有爆发机会	okgood100	02-17
5107	8	变盘时间在下周左右！	海阔天空eksnac	02-17
2225	4	下周四五个跌停拜拜	Gredfooo	02-17
1587	1	下周攻到26元。	HX5M4M6	02-17
941	0	今天高点冲过 19.7 ,然后下周一再洗一洗盘就 OK	股海禅鲨	02-17
652	0	能不能站上5日啊？	股海无边P	02-17
1000	2	最后半小时不会让人失望的	上海手机网友	02-17
662	0	整个船舶板块就破鼎绿的[哭]	浙江杭州手机网友	02-17
907	1	调整到位，爆发就在眼前	上海手机网友	02-17
801	1	可以买了吗？主力	欢乐鱼2	02-17
1247	2	可以继续加仓了！	开心快乐5	02-17
3206	6	18.88成交23000股，完毕	阳光下的单	02-17
650	0	主力现在是在压盘，时间换空间	阳光下的单	02-17
1307	1	哥，什么时候涨，我先去中铺股份玩一下，别拉哦	深红蔷薇1	02-17
775	0	今天下午买进宝鼎，军民融合信息快要发布了，等	阳光下的单	02-17
516	0	垃圾宝鼎	successan	02-17
586	0	没见过这么臭的军工，	书小狸	02-17
495	0	屁鼎科技	successan	02-17
611	0	看龙虎榜就知道，所谓主力也只是三二千万买入的	广东东莞手机网友	02-17
1079	2	就是一畜生股	炒股已把肠...	02-17
1969	5	内部消息，今天下午1点30分准时拉升，直线拉升	深红蔷薇1	02-17
534	0	垃圾	浙江台州手机网友	02-17
1006	1	船泊都涨了啊	天下飘火2	02-17
555	0	跌跌不休	上海手机网友	02-17
3832	8	下午涨停，连续涨停板，本月到50	深红蔷薇1	02-17
1254	2	要跑这个价可以跑，下午会有更极端的	猎鹰138	02-17
567	0	收市，收市。下午跌停	股友Hr1Ofz	02-17
895	1	做股票不能怪主力，要顺势而为，主力那也是钱啊	猎鹰138	02-17
611	0	如有反抽赶快出局	猎鹰138	02-17
688	0	全仓杀入，今天是试盘动作，周一暴涨	深红蔷薇1	02-17
541	0	妈的！所有垃圾股都被我买到了.艸	买啥跌啥__跌空	02-17
615	0	这才是真正可以进场的	Gredfooo	02-17
604	0	左手倒右手真是贱死了	Gredfooo	02-17
700	0	本来还可以玩多几天的，昨晚重磅消息,打破了一	猎鹰138	02-17
606	0	下午全暴跌，信不信	猎鹰138	02-17
615	0	谁在出来bb可以进的再洗你一段时间	Gredfooo	02-17
571	0	不如滚到里去吧	这次怕了	02-17
607	0	谁买谁死，而且死的很惨	Gredfooo	02-17
594	0	操你妈的逼，每天都走是如出一辙。	彬淩楓影	02-17
582	0	等涨停还是等站岗	猎鹰138	02-17
535	0	太磨叽了丢其老母	n1435761847...	02-17
734	0	尤洛卡涨停了，兄弟们，昨天提醒的，今天买奥克	深红蔷薇1	02-17
528	0	垃圾中的垃圾。	江苏南京手机网友	02-17
860	1	一般高位股价一下很高一下很低，是准备出货了，	深红蔷薇1	02-17
726	1	龙头300099再板成妖	琴清_78328	02-17
604	0	所有指标统统修复，第一目标40	深红蔷薇1	02-17
610	0	等会儿温州帮要来咯	深红蔷薇1	02-17
647	1	前期庄股都在强反弹，你的笨蛋还有干嘛？	十字精准打击	02-17
503	0	垃圾	lgh8296	02-17
600	0	竞价又是低开，走吧，别为鸡8低开了弄个不跌就	专骂托逼酸逼	02-17
1500	8	昨天买入，希望两天之内能爆发。	短线才挖金	02-17
706	0	在供给侧改革不断强调下，这种预期已经深入人心	股友jzopmu	02-17
1153	0	股东人数公布了：23200 md 这应该说明了本轮结	任xx	02-16
1505	4	真是奇怪这傻逼庄在磨叽什么，有什么大阴谋，成	短线才挖金	02-16
2913	3	好股也要成本低才行，这几天追高的可痛苦？	有阳光的日子	02-16
8832	19	今天正式入驻定鼎科技	大海之子168	02-16
3497	3	你们看下盘面，主力意图明显，尾盘连续四个3194	深红蔷薇1	02-16
1607	0	明天看5日线支撑！	海阔天空eksnac	02-16
2566	3	回调应该还没有结束，目前下方空间很大	休生商度	02-16
597	0	mb主力呵呵哒	Gredfooo	02-16
637	0	尾盘拉，明天又低开了吧？	基蛋999	02-16
1537	1	002552调整应该结束了吧	zqdl1	02-16
530	0	真他妈的垃圾！	龙游股票	02-16
0	1	2	3	4
644	0	今天不买明天就没机会了	深红蔷薇1	02-16
537	0	主战场在主板，资金都跑沪市，别傻了	十字精准打击	02-16
442	0	跑[不赞][不赞][不赞][不赞][大便][大便][大便]	广东东莞手机网友	02-16
439	0	砍了，快跑	广东东莞手机网友	02-16
1102	0	分化太严重了	琴清_78328	02-16
488	0	年报巨亏	广东东莞手机网友	02-16
417	0	亏损股	广东东莞手机网友	02-16
427	0	剩下的都是套	广东东莞手机网友	02-16
438	0	主力己走了	广东东莞手机网友	02-16
457	0	改名:破鼎股份	广东东莞手机网友	02-16
450	0	要跳水了，吗的。鸟屎	江苏南京手机网友	02-16
457	0	保顶科技应该改名保底了，无语，大盘涨天天带绿	广东深圳手机网友	02-16
3385	5	今晚出公告，明天开始一字板	深红蔷薇1	02-16
389	0	二点	广东东莞手机网友	02-16
1388	1	历史高位，有哪个主力傻到去拉升，拉高了给你出	猎鹰138	02-16
408	0	套牢盘太大，随时暴跌	江苏南京手机网友	02-16
451	0	尾盘跳水	猎鹰138	02-16
394	0	呼唤瑞鹤仙	广东东莞手机网友	02-16
473	0	这庄是穷多少辈子的废物。	红线买入趋...	02-16
409	0	诱多成功。	江苏南京手机网友	02-16
450	0	唱涨停的都是托，此股已经死	上海网友	02-16
435	0	同心同德，大家吃肉；离心离德，一起挨套	我是蟋蟀他哥	02-16
403	0	弱庄害人啊	江苏南京手机网友	02-16
417	0	最后逃跑时机[胜利][胜利][胜利][不屑][不屑]	广东手机网友	02-16
625	1	老掉牙的招数，垂直拉升的赶快跑	猎鹰138	02-16
408	0	主力，下来还可以买吗？	欢乐鱼2	02-16
383	0	弱爆了	上海手机网友	02-16
408	0	谁买谁套	江苏南京手机网友	02-16
384	0	破鼎	广东东莞手机网友	02-16
705	1	19.6出。被套5天，日尼玛	股友Hr1Ofz	02-16
471	0	是不是可以买了主力？	欢乐鱼2	02-16
1982	1	截止2月15号，股东人数2.3w了	日了dog	02-16
556	0	这俩星期，大盘飙涨多少，个股涨多少，就它还跌	双山阳平	02-16
475	0	下午大幅下跌，埋死一批人	股友OUsdBE	02-16
1422	0	问董秘	上海网友	02-16
991	2	上午收盘价挺不错，1888，一起发发，下午涨停	耶嘿呦呦8888	02-16
1384	0	问董秘	上海网友	02-16
1276	2	今天涨停，放心，相信大家都大赚了一笔	AAAAA财富榜	02-16
1696	6	今天大概率收缩量十字星	海阔天空eksnac	02-16
475	0	连五日线也不敢模，走人	上海网友	02-16
412	0	主力还在醒觉	广东东莞手机网友	02-16
760	1	坚决不要买宝鼎科技这支股票了，龟完全扯蛋，下	股友3Pi5Vo	02-16
1009	2	卖了，割肉卖，亏了6个多点，服	山东烟台网友	02-16
1183	1	宝鼎科技要去是垃圾股，全部都不要买它龟的股了	股友3Pi5Vo	02-16
430	0	大盘往上它往下[大便][大便][大便]	n1435761847...	02-16
477	0	死了？	双山阳平	02-16
979	1	看到我发这么多信息没人回，我就放心了	深红蔷薇1	02-16
419	0	死鼎	千秋萬代	02-16
479	0	操你妈的逼，长不了就别拉起来吗？.	彬淩楓影	02-16
471	0	卖了。太垃圾了	財富天降	02-16
572	0	想挣块钱的去买尤洛卡，至少20个点	深红蔷薇1	02-16
1016	2	准备涨停咯	深红蔷薇1	02-16
449	0	尼玛涨一两分，跌你特么猛跳水。收市吧你	股友Hr1Ofz	02-16
434	0	19.10都过不了，主力在哪？	江苏南京手机网友	02-16
504	0	相信我，你不管多讨厌一只股票，长起来了都是屁	深红蔷薇1	02-16
685	1	下午爆发？？	上海手机网友	02-16
499	0	快买啊，今天要么涨停要么停牌，二选一，低位压	深红蔷薇1	02-16
406	0	一只死鼎！！	上海手机网友	02-16
1149	6	主力压盘不拉，意欲何为？	江苏南京手机网友	02-16
460	0	再犹豫30都看不见咯	深红蔷薇1	02-16
375	0	军工股中最烂。	江苏南京手机网友	02-16
343	0	现在不买反卖的就是傻子，已经超卖了	深红蔷薇1	02-16
363	0	暴涨在即，买入就是捡钱	深红蔷薇1	02-16
1066	2	上50，100不是梦，2017超级大牛股	深红蔷薇1	02-16
501	0	两市双双低开主力或已展开年前最大行动	股友iIpwsv	02-16
684	0	从今天开始连续涨停，股价直指40	深红蔷薇1	02-16
709	0	今天出现恐慌踩踏事件吓人！	简单思维NG	02-15
1698	1	主力哥哥：你砸盘干吗？想回补缺口？	股海禅鲨	02-15
1393	0	问董秘	上海网友	02-15
394	0	干脆点跌停	买啥跌啥__跌空	02-15
438	0	金融风险生灭	xtss2008	02-15
582	1	垃圾啊。	江苏南京手机网友	02-15
1924	2	操他m，卖了，赔了几千块	嫁人ABC	02-15
645	0	目测再14，15的样子能企稳，要启动还得等两个月	深红蔷薇1	02-15
3231	16	只能呵呵一笑了	Gredfooo	02-15
392	0	破鼎，破鼎	上海手机网友	02-15
584	0	今天收红，现在快进	我思故我在67	02-15
655	0	此股介入价位在17.88下，高于此价位别介入	买啥跌啥__跌空	02-15
2250	2	早上挂19.20亏死。后 补仺18.60本18.92看是黄金	財富天降	02-15
570	0	今天收十字星的节奏！	股海无边P	02-15
0	1	2	3	4
4102	18	小平台破位，关注今天能否收回19.10之上	琴清_78328	02-15
3322	7	黄金坑，运气好，18.60买入[微笑]	耐心等待bull	02-15
633	0	多大利空啊？！	股海无边P	02-15
2273	4	回补缺口，两个跌停	深红蔷薇1	02-15
688	0	买进	辽d201218	02-15
545	0	安静看你继续装逼被砸，想砸的多呢	股友aTDLU5	02-15
520	0	反正剩下就是砸，然后装逼拖，散户对歌而已，啥	股友aTDLU5	02-15
525	0	今天砸一批，然后拉两毛，然后砸一下，就这样咯	股友aTDLU5	02-15
505	0	散户买入的太多，看不到希望	shadow振	02-15
580	0	我就安静看你玩，继续呢，假逼拖	股友aTDLU5	02-15
1033	3	能抢的抢啊	Gredfooo	02-15
